47871,0,0.00,0.00,0.00,0,5.00,37.25,23.49,-0.08,0.00,0.02,0.72,-9.16,-4.26,
48377,0,0.00,0.00,0.00,0,3.00,36.20,23.48,-0.08,0.00,0.02,0.75,-9.16,-4.25,
48883,0,0.00,0.00,0.00,0,5.00,36.90,23.48,-0.07,0.00,0.02,0.62,-9.18,-4.14,
49834,0,0.00,0.00,0.00,0,3.00,38.46,23.49,-0.07,0.00,0.03,0.65,-9.14,-4.32,
50336,0,0.00,0.00,0.00,0,5.00,37.25,23.47,-0.07,0.00,0.03,0.73,-9.17,-4.22,
50842,0,0.00,0.00,0.00,0,5.00,37.68,23.48,-0.07,0.00,0.03,0.63,-9.12,-4.24,
51348,0,0.00,0.00,0.00,0,5.00,37.68,23.48,-0.08,0.00,0.02,0.67,-9.17,-4.26,
51854,0,0.00,0.00,0.00,0,3.00,37.94,23.50,-0.07,0.00,0.03,0.73,-9.17,-4.20,
52361,0,0.00,0.00,0.00,0,4.00,38.28,23.48,-0.07,0.00,0.03,0.65,-9.10,-4.30,
52867,0,0.00,0.00,0.00,0,5.00,36.81,23.49,-0.07,0.00,0.03,0.62,-9.17,-4.22,
53840,0,0.00,0.00,0.00,0,4.00,37.68,23.50,-0.08,0.00,0.03,0.69,-9.17,-4.19,
54341,0,0.00,0.00,0.00,0,5.00,36.89,23.48,-0.07,0.00,0.02,0.70,-9.17,-4.19,
54847,0,0.00,0.00,0.00,0,4.00,37.94,23.48,-0.07,0.00,0.03,0.72,-9.13,-4.27,
55353,0,0.00,0.00,0.00,0,5.00,37.25,23.47,-0.08,0.00,0.03,0.63,-9.11,-4.21,
55859,0,0.00,0.00,0.00,0,3.00,36.73,23.49,-0.07,-0.00,0.03,0.67,-9.19,-4.17,
56365,0,0.00,0.00,0.00,0,5.00,37.16,23.46,-0.07,0.00,0.03,0.74,-9.10,-4.19,
56876,0,0.00,0.00,0.00,0,4.00,37.17,23.48,-0.08,0.00,0.02,0.75,-9.04,-4.09,
57377,0,0.00,0.00,0.00,0,5.00,37.51,23.48,-0.08,0.00,0.02,0.66,-9.17,-4.24,
57883,0,0.00,0.00,0.00,0,5.00,37.43,23.46,-0.07,0.00,0.03,0.63,-9.14,-4.16,
58389,0,0.00,0.00,0.00,0,5.00,37.25,23.45,-0.08,0.00,0.03,0.64,-9.16,-4.21,
58895,0,0.00,0.00,0.00,0,4.00,37.26,23.46,-0.08,0.00,0.03,0.66,-9.11,-4.19,
59401,0,0.00,0.00,0.00,0,5.00,37.00,23.44,-0.07,0.00,0.02,0.65,-9.18,-4.29,
59907,0,0.00,0.00,0.00,0,5.00,36.74,23.46,-0.08,0.00,0.02,0.71,-9.17,-4.23,
60413,0,0.00,0.00,0.00,0,3.00,37.09,23.46,-0.07,0.00,0.03,5.34,-73.17,-33.88,
60919,0,0.00,0.00,0.00,0,3.00,37.43,23.46,-0.08,0.00,0.03,0.65,-9.22,-4.29,
